ind,games,goals,goals_against_ev,goals_ev,goals_pp,losses,opp_goals,opp_goals_pp,pdo,pen_kill_pct,points,points_pct,power_play_pct,save_pct,shot_pct,sos,srs,team_name,wins,year,cup_champs,rank,avg_corsi_pct,player_point_avg,avg_plus_minus,avg_ops,avg_dps,avg_ps,fenwick_pct,score_balance_pct,ev_goal_diff,special_teams_diff,gf_pg,ga_pg
Columbus Blue Jackets_2009,82.0,226.0,149.0,171.0,41.0,31.0,230.0,62.0,100.3,82.08,92.0,0.561,12.73,0.902,9.3,0.04,-0.01,Columbus Blue Jackets,41.0,2009,0.0,15,52.036,21.592592592592588,2.555555555555556,1.1962962962962962,1.4814814814814818,3.100000000000001,52.576,0.16666666666666666,22.0,-21.0,2.7560975609756095,2.8048780487804876
St Louis Blues_2009,82.0,233.0,161.0,145.0,72.0,31.0,233.0,58.0,99.7,83.75,92.0,0.561,20.51,0.903,10.0,0.05,0.05,St Louis Blues,41.0,2009,0.0,16,47.23846153846154,21.5,-2.8928571428571432,1.2285714285714282,1.3785714285714286,3.0642857142857136,47.99615384615385,0.2777777777777778,-16.0,14.0,2.841463414634146,2.841463414634146
Buffalo Sabres_2009,82.0,250.0,163.0,160.0,75.0,32.0,234.0,61.0,100.4,81.85,91.0,0.555,20.95,0.911,9.7,-0.02,0.18,Buffalo Sabres,41.0,2009,0.0,18,49.05,25.19230769230769,-0.3461538461538461,1.6076923076923078,1.4230769230769231,3.630769230769231,49.3625,0.2222222222222222,-3.0,14.0,3.048780487804878,2.8536585365853657
Anaheim Ducks_2009,82.0,245.0,149.0,159.0,73.0,33.0,238.0,78.0,100.7,79.74,91.0,0.555,23.62,0.906,9.6,0.0,0.09,Anaheim Ducks,42.0,2009,0.0,8,50.287096774193536,20.09090909090909,0.8181818181818182,1.2303030303030305,1.1090909090909091,2.8000000000000003,50.1,0.3333333333333333,10.0,-5.0,2.9878048780487805,2.902439024390244
Minnesota Wild_2009,82.0,219.0,155.0,139.0,66.0,33.0,200.0,36.0,100.1,87.63,89.0,0.5429999999999999,20.12,0.922,9.5,-0.02,0.22,Minnesota Wild,40.0,2009,0.0,19,46.172,21.37037037037037,-2.888888888888889,1.1259259259259258,1.7296296296296294,3.5740740740740735,46.06800000000001,0.16666666666666666,-16.0,30.0,2.6707317073170733,2.4390243902439024
Nashville Predators_2009,82.0,213.0,161.0,148.0,50.0,34.0,233.0,59.0,100.0,82.54,88.0,0.537,15.72,0.905,8.7,0.06,-0.19,Nashville Predators,40.0,2009,0.0,20,48.51599999999999,21.259259259259263,-3.037037037037037,1.0481481481481485,1.437037037037037,3.0222222222222235,48.452,0.2222222222222222,-13.0,-9.0,2.597560975609756,2.841463414634146
Edmonton Oilers_2009,82.0,234.0,160.0,165.0,60.0,35.0,248.0,76.0,101.1,77.51,85.0,0.518,16.95,0.909,9.9,0.01,-0.16,Edmonton Oilers,38.0,2009,0.0,21,46.24800000000001,23.222222222222218,0.0,1.3370370370370372,1.2370370370370367,3.1185185185185187,46.14400000000001,0.16666666666666666,5.0,-16.0,2.8536585365853657,3.024390243902439
Dallas Stars_2009,82.0,230.0,177.0,168.0,54.0,35.0,257.0,70.0,99.6,78.59,83.0,0.506,15.38,0.8909999999999999,9.5,0.03,-0.3,Dallas Stars,36.0,2009,0.0,22,49.35666666666667,19.774193548387093,-1.903225806451613,1.0677419354838709,1.0225806451612902,2.4032258064516125,49.80333333333334,0.2777777777777778,-9.0,-16.0,2.8048780487804876,3.1341463414634148
Ottawa Senators_2009,82.0,217.0,162.0,139.0,66.0,35.0,237.0,64.0,99.1,81.5,83.0,0.506,19.47,0.901,8.9,0.01,-0.23,Ottawa Senators,36.0,2009,0.0,23,48.916000000000004,20.357142857142858,-3.8928571428571432,1.0392857142857144,1.3428571428571432,2.8571428571428568,49.216,0.16666666666666666,-23.0,2.0,2.6463414634146343,2.8902439024390243
Toronto Maple Leafs_2009,82.0,250.0,201.0,176.0,62.0,35.0,293.0,78.0,98.9,74.68,81.0,0.494,18.79,0.885,9.4,0.03,-0.49,Toronto Maple Leafs,34.0,2009,0.0,24,49.1655172413793,20.84375,-3.84375,1.321875,0.6749999999999998,2.2624999999999993,49.568965517241395,0.2777777777777778,-25.0,-16.0,3.048780487804878,3.573170731707317
Phoenix Coyotes_2009,82.0,208.0,177.0,150.0,50.0,39.0,252.0,68.0,99.7,76.79,79.0,0.482,14.66,0.904,8.9,0.04,-0.5,Phoenix Coyotes,36.0,2009,0.0,25,45.210714285714296,18.4,-4.4,0.8866666666666666,1.07,2.4133333333333336,45.414285714285704,0.05555555555555555,-27.0,-18.0,2.5365853658536586,3.073170731707317
Los Angeles Kings_2009,82.0,207.0,156.0,129.0,69.0,37.0,234.0,62.0,98.8,82.83,79.0,0.482,19.17,0.902,8.5,0.04,-0.29,Los Angeles Kings,34.0,2009,0.0,26,49.94,19.071428571428573,-6.0357142857142865,0.935714285714286,1.4035714285714287,2.8142857142857145,50.15600000000001,0.16666666666666666,-27.0,7.0,2.524390243902439,2.8536585365853657
Atlanta Thrashers_2009,82.0,257.0,181.0,168.0,69.0,41.0,280.0,88.0,100.7,75.96,76.0,0.463,19.33,0.8959999999999999,10.8,-0.02,-0.3,Atlanta Thrashers,35.0,2009,0.0,27,46.70434782608696,25.538461538461537,-2.0384615384615383,1.7038461538461542,0.9192307692307692,3.1384615384615384,46.90869565217392,0.2222222222222222,-13.0,-19.0,3.1341463414634148,3.4146341463414633
Colorado Avalanche_2009,82.0,199.0,181.0,136.0,50.0,45.0,257.0,64.0,98.0,79.87,69.0,0.421,15.72,0.894,8.1,0.05,-0.66,Colorado Avalanche,32.0,2009,0.0,28,47.1576923076923,18.5,-8.714285714285714,0.7714285714285714,1.1214285714285714,2.296428571428572,48.33461538461538,0.1111111111111111,-45.0,-14.0,2.426829268292683,3.1341463414634148
Tampa Bay Lightning_2009,82.0,210.0,171.0,142.0,61.0,40.0,279.0,89.0,99.8,78.02,66.0,0.402,17.78,0.9,8.9,0.03,-0.81,Tampa Bay Lightning,24.0,2009,0.0,29,47.123529411764714,15.297297297297295,-4.45945945945946,0.7216216216216216,0.6513513513513512,1.7459459459459463,47.03235294117646,0.16666666666666666,-29.0,-28.0,2.5609756097560976,3.402439024390244
New York Islanders_2009,82.0,201.0,196.0,132.0,54.0,47.0,279.0,73.0,98.4,79.78,61.0,0.3720000000000001,16.88,0.9,8.3,0.05,-0.91,New York Islanders,26.0,2009,0.0,30,45.40333333333333,16.625,-8.8125,0.7406249999999996,0.740625,1.921875,45.38,0.05555555555555555,-64.0,-19.0,2.451219512195122,3.402439024390244
Detroit Red Wings_2008,82.0,257.0,115.0,166.0,81.0,21.0,184.0,57.0,100.0,84.03,115.0,0.701,20.72,0.907,8.9,0.04,0.93,Detroit Red Wings,54.0,2008,1.0,1,57.9409090909091,28.75,9.791666666666666,2.083333333333333,2.1791666666666667,4.7125,58.06818181818183,0.2222222222222222,51.0,24.0,3.1341463414634148,2.2439024390243905
San Jose Sharks_2008,82.0,222.0,134.0,139.0,70.0,23.0,193.0,44.0,99.1,85.81,108.0,0.659,18.72,0.906,8.9,0.12,0.47,San Jose Sharks,49.0,2008,0.0,5,53.8,21.88888888888889,-0.037037037037037035,1.3000000000000005,1.8592592592592592,3.5740740740740757,55.146153846153844,0.16666666666666666,5.0,26.0,2.707317073170732,2.3536585365853657
Montreal Canadiens_2008,82.0,262.0,151.0,159.0,90.0,25.0,222.0,60.0,101.3,82.46,104.0,0.634,24.06,0.917,10.8,-0.14,0.35,Montreal Canadiens,47.0,2008,0.0,6,46.04347826086958,27.92,2.08,2.1,1.5039999999999998,4.2959999999999985,46.34347826086957,0.3888888888888889,8.0,30.0,3.1951219512195124,2.707317073170732
Pittsburgh Penguins_2008,82.0,247.0,134.0,157.0,77.0,27.0,216.0,68.0,101.9,80.95,102.0,0.622,20.37,0.916,10.6,-0.14,0.24,Pittsburgh Penguins,47.0,2008,0.0,2,44.471428571428575,21.41935483870968,3.0,1.4741935483870972,1.270967741935484,3.312903225806453,45.271428571428565,0.2777777777777778,23.0,9.0,3.0121951219512195,2.6341463414634148
Anaheim Ducks_2008,82.0,205.0,108.0,129.0,60.0,27.0,191.0,69.0,100.8,83.09,102.0,0.622,16.62,0.92,8.8,0.13,0.3,Anaheim Ducks,47.0,2008,0.0,9,51.618518518518506,18.51724137931034,3.2758620689655173,0.972413793103448,1.6620689655172411,3.1965517241379318,51.23703703703704,0.16666666666666666,21.0,-9.0,2.5,2.3292682926829267
New Jersey Devils_2008,82.0,206.0,133.0,142.0,50.0,29.0,197.0,54.0,99.7,82.8,99.0,0.604,15.63,0.914,8.4,-0.11,0.0,New Jersey Devils,46.0,2008,0.0,10,52.01428571428572,24.681818181818183,1.181818181818182,1.231818181818182,2.1,4.040909090909092,51.58571428571428,0.16666666666666666,9.0,-4.0,2.5121951219512195,2.402439024390244
Minnesota Wild_2008,82.0,223.0,151.0,153.0,64.0,28.0,218.0,49.0,100.7,85.15,98.0,0.598,18.93,0.915,9.9,0.1,0.16,Minnesota Wild,44.0,2008,0.0,11,47.732000000000006,22.592592592592588,-0.7777777777777778,1.366666666666667,1.4407407407407404,3.4296296296296287,46.58,0.2222222222222222,2.0,15.0,2.7195121951219514,2.658536585365854
New York Rangers_2008,82.0,213.0,130.0,140.0,61.0,27.0,199.0,53.0,99.8,84.55,97.0,0.591,16.49,0.911,7.9,-0.12,0.05,New York Rangers,42.0,2008,0.0,7,53.4,22.96,1.68,1.2239999999999998,1.8840000000000003,3.668,54.52608695652174,0.2222222222222222,10.0,8.0,2.597560975609756,2.426829268292683
Dallas Stars_2008,82.0,242.0,145.0,160.0,64.0,30.0,207.0,51.0,100.3,85.59,97.0,0.591,18.08,0.905,10.8,0.11,0.54,Dallas Stars,45.0,2008,0.0,3,51.528,23.777777777777782,3.1481481481481484,1.6074074074074076,1.6370370370370366,3.6962962962962966,50.136,0.16666666666666666,15.0,13.0,2.951219512195122,2.524390243902439
Philadelphia Flyers_2008,82.0,248.0,156.0,148.0,84.0,29.0,233.0,65.0,100.4,83.25,95.0,0.579,21.82,0.913,10.4,-0.12,0.06,Philadelphia Flyers,42.0,2008,0.0,4,46.039285714285725,21.63333333333333,-0.7,1.5733333333333341,1.1233333333333329,3.286666666666666,46.389285714285705,0.3333333333333333,-8.0,19.0,3.024390243902439,2.841463414634146
Colorado Avalanche_2008,82.0,231.0,155.0,173.0,49.0,31.0,219.0,56.0,100.7,81.4,95.0,0.579,14.63,0.903,9.5,0.09,0.24,Colorado Avalanche,44.0,2008,0.0,8,47.925,20.53333333333333,2.1666666666666665,1.2133333333333336,1.316666666666667,2.9733333333333323,49.32142857142857,0.2222222222222222,18.0,-7.0,2.817073170731707,2.6707317073170733
Ottawa Senators_2008,82.0,261.0,164.0,180.0,60.0,31.0,247.0,72.0,100.5,81.05,94.0,0.573,18.29,0.901,10.4,-0.11,0.06,Ottawa Senators,43.0,2008,0.0,12,50.75833333333332,26.84615384615385,4.4230769230769225,2.0461538461538464,1.180769230769231,3.7692307692307687,50.0375,0.2777777777777778,16.0,-12.0,3.182926829268293,3.0121951219512195
Boston Bruins_2008,82.0,212.0,138.0,141.0,56.0,29.0,222.0,71.0,100.4,78.61,94.0,0.573,17.55,0.914,8.8,-0.08,-0.2,Boston Bruins,41.0,2008,0.0,13,50.53200000000001,20.444444444444443,1.148148148148148,1.133333333333333,1.3888888888888886,3.1777777777777785,49.77200000000001,0.16666666666666666,3.0,-15.0,2.5853658536585367,2.707317073170732
Calgary Flames_2008,82.0,229.0,144.0,158.0,59.0,30.0,227.0,72.0,100.6,81.49,94.0,0.573,16.76,0.904,9.8,0.1,0.13,Calgary Flames,42.0,2008,0.0,14,51.34782608695653,25.20833333333333,2.75,1.6541666666666677,1.55,3.7125,49.85652173913043,0.2777777777777778,14.0,-13.0,2.792682926829268,2.768292682926829
Washington Capitals_2008,82.0,242.0,151.0,168.0,65.0,31.0,231.0,68.0,99.3,80.52,94.0,0.573,18.79,0.9,9.4,-0.19,-0.06,Washington Capitals,43.0,2008,0.0,15,55.0,22.607142857142854,2.107142857142857,1.5321428571428577,1.2785714285714282,3.25,54.56000000000001,0.2222222222222222,17.0,-3.0,2.951219512195122,2.817073170731707
Carolina Hurricanes_2008,82.0,252.0,158.0,167.0,79.0,33.0,249.0,75.0,99.7,78.87,92.0,0.561,18.81,0.8959999999999999,9.4,-0.18,-0.15,Carolina Hurricanes,43.0,2008,0.0,17,52.04999999999999,21.6875,-0.03125,1.5062500000000003,0.9281250000000002,2.79375,52.20666666666668,0.3333333333333333,9.0,4.0,3.073170731707317,3.0365853658536586
Nashville Predators_2008,82.0,230.0,165.0,167.0,53.0,32.0,229.0,49.0,100.2,85.37,91.0,0.555,14.8,0.908,9.4,0.12,0.13,Nashville Predators,41.0,2008,0.0,16,50.33913043478261,25.24,-0.28,1.5919999999999996,1.4360000000000002,3.643999999999999,49.90869565217393,0.2222222222222222,2.0,4.0,2.8048780487804876,2.792682926829268
Buffalo Sabres_2008,82.0,255.0,168.0,176.0,66.0,31.0,242.0,56.0,100.3,83.18,90.0,0.5489999999999999,18.03,0.9,10.1,-0.11,0.05,Buffalo Sabres,39.0,2008,0.0,18,49.19600000000001,26.11111111111111,1.3703703703703705,1.8074074074074071,1.2259259259259263,3.4925925925925934,49.972,0.2222222222222222,8.0,10.0,3.1097560975609757,2.951219512195122
Vancouver Canucks_2008,82.0,213.0,135.0,136.0,63.0,33.0,215.0,64.0,100.4,82.61,88.0,0.537,17.07,0.913,9.2,0.11,0.08,Vancouver Canucks,39.0,2008,0.0,19,46.38214285714286,18.53333333333333,0.03333333333333333,1.0300000000000002,1.353333333333333,2.9033333333333338,46.521428571428565,0.16666666666666666,1.0,-1.0,2.597560975609756,2.6219512195121952
Chicago Blackhawks_2008,82.0,239.0,156.0,159.0,58.0,34.0,235.0,69.0,100.6,82.08,88.0,0.537,15.89,0.902,10.2,0.12,0.16,Chicago Blackhawks,40.0,2008,0.0,20,49.93125000000001,18.41176470588235,1.7941176470588236,1.2970588235294114,1.047058823529412,2.7117647058823526,49.78124999999998,0.2222222222222222,3.0,-11.0,2.9146341463414633,2.8658536585365852
Edmonton Oilers_2008,82.0,235.0,181.0,156.0,57.0,35.0,251.0,56.0,99.9,84.7,88.0,0.537,16.57,0.904,10.2,0.12,-0.07,Edmonton Oilers,41.0,2008,0.0,21,46.029629629629625,20.689655172413797,-5.172413793103448,1.255172413793104,1.0034482758620689,2.7896551724137932,46.3925925925926,0.2777777777777778,-25.0,1.0,2.8658536585365852,3.0609756097560976
Florida Panthers_2008,82.0,216.0,151.0,147.0,60.0,35.0,226.0,66.0,100.3,82.35,85.0,0.518,19.17,0.92,8.3,-0.17,-0.29,Florida Panthers,38.0,2008,0.0,22,47.78,20.740740740740737,-0.4814814814814815,1.2111111111111112,1.3000000000000005,3.303703703703704,47.00399999999999,0.1111111111111111,-4.0,-6.0,2.6341463414634148,2.7560975609756095
Phoenix Coyotes_2008,82.0,214.0,149.0,135.0,63.0,37.0,231.0,64.0,99.5,80.72,83.0,0.506,18.58,0.911,8.4,0.17,-0.04,Phoenix Coyotes,38.0,2008,0.0,23,48.752173913043464,22.72,-3.44,1.2920000000000005,1.4039999999999997,3.3279999999999994,48.90869565217392,0.2777777777777778,-14.0,-1.0,2.6097560975609757,2.817073170731707
Toronto Maple Leafs_2008,82.0,231.0,169.0,163.0,61.0,35.0,260.0,77.0,98.9,78.13,83.0,0.506,17.78,0.893,9.0,-0.06,-0.42,Toronto Maple Leafs,36.0,2008,0.0,24,50.81785714285714,20.866666666666667,-2.1666666666666665,1.3366666666666664,0.9133333333333336,2.6333333333333333,50.789285714285725,0.2222222222222222,-6.0,-16.0,2.817073170731707,3.1707317073170733
Columbus Blue Jackets_2008,82.0,193.0,142.0,129.0,53.0,36.0,218.0,63.0,98.7,83.33,80.0,0.488,14.89,0.907,8.0,0.15,-0.16,Columbus Blue Jackets,34.0,2008,0.0,25,52.31785714285716,16.833333333333332,-1.8333333333333333,0.8233333333333334,1.32,2.606666666666668,52.525,0.1111111111111111,-13.0,-10.0,2.3536585365853657,2.658536585365854
St Louis Blues_2008,82.0,205.0,163.0,152.0,47.0,36.0,237.0,56.0,99.9,84.4,79.0,0.482,14.07,0.897,9.4,0.16,-0.24,St Louis Blues,33.0,2008,0.0,26,47.35769230769232,19.964285714285715,-4.0,1.0464285714285717,1.2321428571428572,2.6892857142857145,48.47692307692307,0.16666666666666666,-11.0,-9.0,2.5,2.8902439024390243
New York Islanders_2008,82.0,194.0,157.0,131.0,48.0,38.0,243.0,68.0,99.1,81.87,79.0,0.482,14.55,0.904,7.8,-0.05,-0.65,New York Islanders,35.0,2008,0.0,27,50.523076923076935,17.535714285714285,-5.607142857142856,0.8392857142857141,1.1035714285714286,2.45,50.384615384615394,0.05555555555555555,-26.0,-20.0,2.3658536585365852,2.9634146341463414
Atlanta Thrashers_2008,82.0,216.0,181.0,142.0,52.0,40.0,272.0,75.0,100.0,78.81,76.0,0.463,16.46,0.904,9.8,-0.12,-0.8,Atlanta Thrashers,34.0,2008,0.0,28,43.544,19.85185185185185,-7.296296296296298,1.122222222222222,0.8185185185185185,2.496296296296296,43.484,0.16666666666666666,-39.0,-23.0,2.6341463414634148,3.317073170731707
Los Angeles Kings_2008,82.0,231.0,191.0,151.0,64.0,43.0,266.0,68.0,99.5,77.99,71.0,0.433,17.44,0.9,9.6,0.19,-0.24,Los Angeles Kings,32.0,2008,0.0,29,45.192,21.357142857142858,-6.5357142857142865,1.385714285714286,0.8607142857142859,2.725,44.83600000000001,0.2777777777777778,-40.0,-4.0,2.817073170731707,3.2439024390243905
Tampa Bay Lightning_2008,82.0,223.0,203.0,157.0,57.0,42.0,267.0,56.0,98.0,82.05,71.0,0.433,19.26,0.885,9.4,-0.13,-0.67,Tampa Bay Lightning,31.0,2008,0.0,30,49.06799999999999,21.357142857142858,-8.714285714285714,1.3142857142857138,0.9035714285714282,2.5428571428571423,49.612000000000016,0.2222222222222222,-46.0,1.0,2.7195121951219514,3.2560975609756095
